"","restaurant.type","rate..out.of.5.","num.of.ratings","avg.cost..two.people.","online_order","table.booking","cuisines.type","area","high_score","good_bad_average"
"2715","Casual Dining, Cafe",4.2,4.45098316546667,0.559426800985664,"Yes","Yes","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza","Brigade Road",1,"3"
"2716","Casual Dining, Cafe",3.7,-0.135094442726033,0.343358720694818,"No","No","North Indian, Chinese, Cafe, Desserts","Kammanahalli",1,"2"
"2717","Casual Dining, Cafe",4.2,-0.126688875262337,0.991562961567356,"No","No","Lebanese, Mediterranean, Cafe","Brigade Road",1,"3"
"2718","Casual Dining, Cafe",3.7,-0.0762554704801591,0.991562961567356,"No","No","Chinese, North Indian, Cafe","Brigade Road",1,"2"
"2719","Casual Dining, Cafe",3.7,1.08707506649541,1.2076310418582,"Yes","Yes","Kashmiri, Cafe","Whitefield",1,"2"
"2720","Casual Dining, Cafe",4.3,0.276778362995086,0.127290640403972,"Yes","Yes","Pizza, Cafe, Italian","Malleshwaram",1,"3"
"2721","Casual Dining, Cafe",4.4,0.892065901337656,2.50403952360328,"Yes","Yes","American, Cafe, Continental","Lavelle Road",1,"3"
"2722","Casual Dining, Cafe",4.2,0.520539819442279,3.15224376447581,"No","Yes","Chinese, North Indian, Continental, Cafe","Brookefield",1,"3"
"2723","Casual Dining, Cafe",4.4,0.892065901337656,2.50403952360328,"Yes","Yes","American, Cafe, Continental","Lavelle Road",1,"3"
"2724","Casual Dining, Cafe",4.4,0.83658915607726,2.50403952360328,"Yes","Yes","American, Cafe, Continental","Indiranagar",1,"3"
"2725","Casual Dining, Cafe",3.8,-0.0712121300019413,0.0192566002585495,"No","No","North Indian, Cafe, Chinese, Fast Food","Banashankari",1,"3"
"2726","Casual Dining, Cafe",4.1,1.12405956333567,0.77549488127651,"Yes","Yes","Cafe, Italian, Pizza, North Indian","Brookefield",1,"3"
"2727","Casual Dining, Cafe",4.2,1.13246513079937,0.991562961567356,"Yes","Yes","Continental, Cafe, Desserts, Salad, Momos","Residency Road",1,"3"
"2728","Casual Dining, Cafe",4.3,0.234750525676604,1.85583528273074,"Yes","Yes","North Indian, Continental, Italian, Cafe","Brookefield",1,"3"
"2729","Casual Dining, Cafe",2.8,-0.252772387217782,0.559426800985664,"No","No","Healthy Food, Cafe, Beverages","HSR",0,"1"
"2730","Casual Dining, Cafe",3.7,0.0817691978373315,0.127290640403972,"No","No","Continental, Italian, Cafe, Beverages, Desserts","Rajajinagar",1,"2"
"2731","Casual Dining, Cafe",4,1.13918958477033,0.991562961567356,"Yes","Yes","Continental, European, Mediterranean, Cafe, Steak","Malleshwaram",1,"3"
"2732","Casual Dining, Cafe",4.1,0.238112752662083,0.559426800985664,"Yes","No","Continental, Cafe, Steak","Indiranagar",1,"3"
"2733","Casual Dining, Cafe",4.1,-0.111558853827684,0.77549488127651,"Yes","No","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream","Brigade Road",1,"3"
"2734","Casual Dining, Cafe",3.9,2.43028474719408,0.77549488127651,"Yes","Yes","Steak, Continental, American, Italian, Salad, Cafe","Whitefield",1,"3"
"2735","Casual Dining, Cafe",4.2,0.078406970851853,0.127290640403972,"Yes","Yes","Cafe, Asian, Burger, Continental, Italian, Salad","Bannerghatta Road",1,"3"
"2736","Casual Dining, Irani Cafee",4.4,5.8177284350637,1.63976720243989,"Yes","Yes","Parsi, North Indian","Brigade Road",1,"3"
"2737","Casual Dining, Lounge",3.2,-0.156948918131644,0.991562961567356,"No","No","North Indian, South Indian, Chinese","Rajajinagar",0,"1"
"2738","Casual Dining, Lounge",3.9,-0.0510387680890702,0.77549488127651,"Yes","Yes","North Indian, Continental","Byresandra,Tavarekere,Madiwala",1,"3"
"2739","Casual Dining, Lounge",4.2,0.396137420979574,2.72010760389412,"No","Yes","Continental, Asian, South Indian, North Indian","New BEL Road",1,"3"
"2740","Casual Dining, Microbrewery",4.3,0.446570825761751,2.07190336302159,"No","No","BBQ, North Indian","Brigade Road",1,"3"
"2741","Casual Dining, Microbrewery",4.4,3.70120654770496,2.07190336302159,"No","No","Modern Indian","Brigade Road",1,"3"
"2742","Casual Dining, Microbrewery",4,0.979483802960098,0.991562961567356,"No","Yes","Mughlai, North Indian","Indiranagar",1,"3"
"2743","Casual Dining, Microbrewery",4.4,6.18589228997359,2.28797144331243,"Yes","Yes","Continental, Mediterranean, North Indian, Chinese, Finger Food","Byresandra,Tavarekere,Madiwala",1,"3"
"2744","Casual Dining, Microbrewery",4.2,0.379326286052181,2.28797144331243,"Yes","No","North Indian","Brookefield",1,"3"
"2745","Casual Dining, Pub",4,-0.00228647679963158,2.07190336302159,"No","Yes","North Indian, Pizza, Chinese","Whitefield",1,"3"
"2746","Casual Dining, Pub",4.2,1.01310607281488,2.50403952360328,"Yes","No","European, American","Bellandur",1,"3"
"2747","Casual Dining, Pub",3.8,-0.217469003870257,0.991562961567356,"No","No","Chinese, Finger Food, North Indian, Seafood","Frazer Town",1,"3"
"2748","Casual Dining, Pub",4.6,7.99645152165378,2.72010760389412,"No","Yes","European, Continental","Byresandra,Tavarekere,Madiwala",1,"3"
"2749","Casual Dining, Pub",4.1,0.22130161773469,1.42369912214905,"Yes","Yes","American, Asian, Continental, North Indian, South Indian, Chinese","Bellandur",1,"3"
"2750","Casual Dining, Pub",4.1,1.67546478895415,1.42369912214905,"No","Yes","Italian, Continental","Bannerghatta Road",1,"3"
"2751","Casual Dining, Pub",4,0.258286114574954,0.77549488127651,"Yes","Yes","Continental","Koramangala 4th Block",1,"3"
"2752","Casual Dining, Pub",3.3,-0.309930245970917,1.85583528273074,"No","No","Andhra, Chinese, Continental","Electronic City",0,"1"
"2753","Casual Dining, Pub",4.2,0.589465472644589,0.991562961567356,"Yes","Yes","North Indian, Chinese, Pizza","Byresandra,Tavarekere,Madiwala",1,"3"
"2754","Casual Dining, Pub",4.1,2.03858530338583,1.2076310418582,"Yes","Yes","North Indian, Continental","Bannerghatta Road",1,"3"
"2755","Casual Dining, Pub",3.9,-0.237642365783128,1.2076310418582,"No","No","Continental, BBQ, Steak","Marathahalli",1,"3"
"2756","Casual Dining, Pub",4.2,0.253242774096736,1.85583528273074,"Yes","Yes","Goan, Mangalorean","Kalyan Nagar",1,"3"
"2757","Casual Dining, Quick Bites",3.5,-0.30320579199996,-0.520913600468565,"Yes","No","North Indian, Kebab","Brookefield",0,"2"
"2758","Casual Dining, Sweet Shop",3.6,-0.252772387217782,-0.304845520177719,"No","No","South Indian, Mithai, Chinese, North Indian","Bannerghatta Road",1,"2"
"2759","Club",4.1,0.702100076658119,4.88078840680258,"No","Yes","Continental","Brigade Road",1,"3"
"2760","Club",3.9,0.735722346512905,3.15224376447581,"No","No","Finger Food","Lavelle Road",1,"3"
"2761","Club",4,3.20359695385414,3.15224376447581,"Yes","Yes","Chinese, Continental, North Indian, Burger, Pizza","Indiranagar",1,"3"
"2762","Club",3.9,0.488598663080233,2.07190336302159,"No","No","Finger Food","Malleshwaram",1,"3"
"2763","Club",4.2,0.868530312439306,1.85583528273074,"No","Yes","North Indian, Chinese","Bellandur",1,"3"
"2764","Club, Casual Dining",3.9,0.407905215428748,4.0165160856392,"No","Yes","European, Spanish, Continental, Italian","Old Airport Road",1,"3"
"2765","Confectionery",3.8,-0.269583522145174,-0.520913600468565,"Yes","No","Desserts","HSR",1,"3"
"2766","Confectionery",3.4,-0.309930245970917,0.991562961567356,"Yes","No","Desserts","Lavelle Road",0,"2"
"2767","Delivery",2.9,-0.309930245970917,-0.304845520177719,"Yes","No","Biryani","Brookefield",0,"1"
"2768","Delivery",3.5,-0.304886905492699,0.991562961567356,"No","No","Desserts","Marathahalli",0,"2"
"2769","Delivery",4.3,0.123797035155813,-0.304845520177719,"Yes","No","Fast Food, North Indian","Indiranagar",1,"3"
"2770","Delivery",3.5,-0.313292472956395,0.127290640403972,"Yes","No","Chinese","Byresandra,Tavarekere,Madiwala",0,"2"
"2771","Delivery",2.8,-0.0981099458857695,-0.196811480032296,"Yes","No","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger","Marathahalli",0,"1"
"2772","Delivery",3.6,-0.284713543579828,-0.304845520177719,"Yes","No","Chinese","Basavanagudi",1,"2"
"2773","Delivery",3.4,-0.304886905492699,-0.628947640613988,"Yes","No","Biryani","Kalyan Nagar",0,"2"
"2774","Delivery",3,-0.252772387217782,0.127290640403972,"Yes","No","South Indian","MG Road",0,"1"
"2775","Delivery",3.4,-0.266221295159696,-0.520913600468565,"No","No","Chinese, North Indian","Old Airport Road",0,"2"
"2776","Delivery",3.7,-0.261177954681478,-0.0887774398868734,"No","No","Healthy Food, Mexican, Asian, Continental","Indiranagar",1,"2"
"2777","Delivery",3.9,-0.128369988755076,0.235324680549395,"Yes","No","Biryani","MG Road",1,"3"
"2778","Delivery",3.3,-0.313292472956395,-0.736981680759411,"Yes","No","American, Continental","Brookefield",0,"1"
"2779","Delivery",3.3,-0.261177954681478,-0.304845520177719,"Yes","No","North Indian","Bellandur",0,"1"
"2780","Delivery",3.2,-0.313292472956395,-0.520913600468565,"No","No","North Indian","Sarjapur Road",0,"1"
"2781","Delivery",3,-0.308249132478177,-0.520913600468565,"Yes","No","North Indian, South Indian, Maharashtrian","Koramangala 4th Block",0,"1"
"2782","Delivery",3.1,-0.269583522145174,-0.304845520177719,"Yes","No","Pizza, Fast Food","Indiranagar",0,"1"
"2783","Delivery",4.4,0.448251939254491,-0.0887774398868734,"Yes","No","Healthy Food, Desserts","Indiranagar",1,"3"
"2784","Delivery",3.6,-0.220831230855736,-0.520913600468565,"Yes","No","North Indian, Healthy Food","Byresandra,Tavarekere,Madiwala",1,"2"
"2785","Delivery",3.1,-0.296481338029003,-0.196811480032296,"Yes","No","North Indian, BBQ, Biryani, Kebab","Kalyan Nagar",0,"1"
"2786","Delivery",3.6,-0.283032430087088,-0.412879560323142,"Yes","No","Fast Food","Frazer Town",1,"2"
"2787","Delivery",3.5,-0.294800224536263,-0.628947640613988,"Yes","No","North Indian, South Indian","Kalyan Nagar",0,"2"
"2788","Delivery",3.3,-0.197295641957386,0.451392760840241,"Yes","No","Pizza, Chinese, Rolls","Brigade Road",0,"1"
"2789","Delivery",3.7,-0.195614528464647,0.127290640403972,"Yes","No","Pizza","Brigade Road",1,"2"
"2790","Delivery",4,0.567610997238978,-0.412879560323142,"Yes","No","Burger, American, Italian","Brigade Road",1,"3"
"2791","Delivery",4.2,0.355790697153831,-0.304845520177719,"Yes","No","North Indian","Brookefield",1,"3"
"2792","Delivery",3.4,-0.227555684826693,-0.0887774398868734,"Yes","No","North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",0,"2"
"2793","Delivery",3.2,-0.283032430087088,-0.520913600468565,"Yes","No","North Indian, South Indian, Chinese","HSR",0,"1"
"2794","Delivery",3.6,-0.251091273725042,-0.0887774398868734,"Yes","No","Bakery","Byresandra,Tavarekere,Madiwala",1,"2"
"2795","Delivery",3.8,-0.266221295159696,0.127290640403972,"No","No","Salad, Healthy Food","Bannerghatta Road",1,"3"
"2796","Delivery",3.6,-0.131732215740555,-0.304845520177719,"Yes","No","North Indian, Chinese","Byresandra,Tavarekere,Madiwala",1,"2"
"2797","Delivery",3.7,-0.272945749130653,-0.412879560323142,"No","No","Bakery, Desserts","Old Airport Road",1,"2"
"2798","Delivery",3.3,-0.304886905492699,-0.304845520177719,"Yes","No","North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",0,"1"
"2799","Delivery",3.5,-0.30152467850722,-0.304845520177719,"No","No","Biryani, Kebab","Brookefield",0,"2"
"2800","Delivery",4.3,-0.0981099458857695,-0.520913600468565,"Yes","No","Bakery, Desserts","Bannerghatta Road",1,"3"
"2801","Delivery",3.9,0.372601832081224,-0.520913600468565,"No","No","Biryani, Bengali","Marathahalli",1,"3"
"2802","Delivery",3.7,-0.153586691146165,0.343358720694818,"No","No","Italian, Pizza","Koramangala 4th Block",1,"2"
"2803","Delivery",3.1,-0.274626862623392,0.127290640403972,"Yes","No","North Indian, Mughlai","HSR",0,"1"
"2804","Delivery",2.4,-0.244366819754085,-0.304845520177719,"No","No","Fast Food, Street Food, North Indian, Biryani","Koramangala 5th Block",0,"1"
"2805","Delivery",3.7,-0.271264635637914,0.127290640403972,"No","No","Bengali, North Indian, Oriya","Electronic City",1,"2"
"2806","Delivery",3.3,-0.313292472956395,-0.304845520177719,"No","No","Salad, Sandwich","Koramangala 4th Block",0,"1"
"2807","Delivery",4.1,-0.173760053059036,-0.520913600468565,"Yes","No","North Indian","Bellandur",1,"3"
"2808","Delivery",3.6,-0.284713543579828,-0.520913600468565,"No","No","Biryani","Byresandra,Tavarekere,Madiwala",1,"2"
"2809","Delivery",3.5,-0.252772387217782,-0.304845520177719,"Yes","No","Biryani, Chinese","Electronic City",0,"2"
"2810","Delivery",2.8,-0.252772387217782,-0.520913600468565,"No","No","Bihari, North Indian","Brookefield",0,"1"
"2811","Delivery",3.3,-0.311611359463656,-0.304845520177719,"Yes","No","Ice Cream, Desserts","Byresandra,Tavarekere,Madiwala",0,"1"
"2812","Delivery",2.9,-0.294800224536263,0.127290640403972,"Yes","No","Biryani, North Indian","Marathahalli",0,"1"
"2814","Delivery",3.3,-0.313292472956395,0.343358720694818,"No","No","Bakery","Indiranagar",0,"1"
"2815","Delivery",4.1,-0.167035599088079,0.127290640403972,"Yes","No","Pizza","Kalyan Nagar",1,"3"
"2816","Delivery",3.6,-0.294800224536263,-0.628947640613988,"No","No","Bengali","Sarjapur Road",1,"2"
"2817","Delivery",3.8,-0.230917911812171,0.127290640403972,"Yes","No","Mexican, Italian","Rajajinagar",1,"3"
"2818","Delivery",2.9,-0.0981099458857695,0.127290640403972,"Yes","No","Biryani, North Indian, Chinese","Brookefield",0,"1"
"2819","Delivery",2.8,-0.192252301479168,-0.520913600468565,"Yes","No","North Indian, Chinese","Frazer Town",0,"1"
"2820","Delivery",3.6,-0.294800224536263,-0.520913600468565,"No","No","Healthy Food","Marathahalli",1,"2"
"2821","Delivery",4,0.0683202898954174,-0.520913600468565,"Yes","No","Fast Food, North Indian","Electronic City",1,"3"
"2822","Delivery",4,0.00443797717132547,-0.0887774398868734,"Yes","No","Thai, Chinese","Byresandra,Tavarekere,Madiwala",1,"3"
"2823","Delivery",2.8,-0.252772387217782,-0.520913600468565,"No","No","Bakery","Electronic City",0,"1"
"2824","Delivery",3.9,-0.271264635637914,-0.304845520177719,"Yes","No","North Indian","Indiranagar",1,"3"
"2825","Delivery",2.8,-0.252772387217782,-0.196811480032296,"No","No","Italian, Pizza, Burger","Kalyan Nagar",0,"1"
"2826","Delivery",2.8,-0.252772387217782,-0.196811480032296,"No","No","North Indian","Bannerghatta Road",0,"1"
"2827","Delivery",3.9,-0.244366819754085,-0.520913600468565,"Yes","No","Biryani, North Indian, Chinese","Whitefield",1,"3"
"2828","Delivery",3.7,-0.232599025304911,-0.412879560323142,"Yes","No","North Indian","Brookefield",1,"2"
"2829","Delivery",3.6,-0.024140952205242,-0.304845520177719,"Yes","No","Biryani, Fast Food, Rolls, Momos","Byresandra,Tavarekere,Madiwala",1,"2"
"2830","Delivery",2.8,-0.252772387217782,-0.520913600468565,"Yes","No","Fast Food, Chinese, North Indian","Marathahalli",0,"1"
"2831","Delivery",2.9,-0.304886905492699,-0.736981680759411,"Yes","No","Tea, Beverages","Kalyan Nagar",0,"1"
"2832","Delivery",2.8,-0.252772387217782,-0.736981680759411,"No","No","North Indian","New BEL Road",0,"1"
"2833","Delivery",3,-0.252772387217782,-0.304845520177719,"Yes","No","Sandwich, Beverages","Old Airport Road",0,"1"
"2834","Delivery",3.1,-0.18889007449369,-0.0887774398868734,"Yes","No","North Indian, Continental","Kalyan Nagar",0,"1"
"2835","Delivery",3.1,-0.229236798319432,-0.0887774398868734,"Yes","No","Continental","Brigade Road",0,"1"
"2836","Delivery",2.8,-0.252772387217782,-0.736981680759411,"No","No","Desserts, Bakery","Bellandur",0,"1"
"2837","Delivery",3.8,-0.259496841188739,-0.304845520177719,"No","No","North Indian, Continental, Italian","Banashankari",1,"3"
"2838","Delivery",2.8,0.0346980200406322,-0.520913600468565,"Yes","No","Pizza, Chinese, North Indian","Indiranagar",0,"1"
"2839","Delivery",2.9,-0.178803393537254,0.343358720694818,"No","No","Chinese, Continental, Italian, North Indian","Banashankari",0,"1"
"2840","Delivery",3.8,-0.150224464160687,-0.0887774398868734,"Yes","No","North Indian, Biryani, Fast Food","Brigade Road",1,"3"
"2841","Delivery",3.3,-0.308249132478177,-0.628947640613988,"No","No","Desserts, Bakery, Beverages","Byresandra,Tavarekere,Madiwala",0,"1"
"2842","Delivery",3.9,-0.168716712580819,-0.304845520177719,"No","No","Continental, South Indian, North Indian","Electronic City",1,"3"
"2843","Delivery",3.1,-0.308249132478177,-0.520913600468565,"Yes","No","Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian","Byresandra,Tavarekere,Madiwala",0,"1"
"2844","Delivery",2.8,-0.252772387217782,-0.520913600468565,"Yes","No","North Indian, Chinese","MG Road",0,"1"
"2845","Delivery",3.1,-0.313292472956395,-0.412879560323142,"Yes","No","North Indian","Banashankari",0,"1"
"2846","Delivery",3.1,0.0548713819535033,-0.0887774398868734,"Yes","No","North Indian, Chinese","Basavanagudi",0,"1"
"2847","Delivery",3.7,-0.288075770565306,0.991562961567356,"No","No","Desserts","Marathahalli",1,"2"
"2848","Delivery",2.8,-0.262859068174217,0.127290640403972,"Yes","No","Continental, North Indian, Desserts, Beverages","Brigade Road",0,"1"
"2849","Delivery",2.9,-0.284713543579828,-0.0887774398868734,"Yes","No","Burger, Rolls, Sandwich, North Indian","Indiranagar",0,"1"
"2850","Delivery",2.8,-0.252772387217782,-0.520913600468565,"Yes","No","Biryani","Brookefield",0,"1"
"2851","Delivery",3.4,-0.304886905492699,-0.520913600468565,"No","No","Healthy Food","Electronic City",0,"2"
"2852","Delivery",3.8,-0.274626862623392,-0.736981680759411,"No","No","Fast Food, Sandwich, Salad, Healthy Food","HSR",1,"3"
"2853","Delivery",3.1,-0.244366819754085,-0.196811480032296,"Yes","No","Pizza","Indiranagar",0,"1"
"2854","Delivery",3.6,-0.30152467850722,-0.304845520177719,"No","No","Biryani","Indiranagar",1,"2"
"2855","Delivery",2.8,-0.252772387217782,-0.736981680759411,"No","No","North Indian, South Indian, Chinese","Bellandur",0,"1"
"2856","Delivery",3.2,-0.23428013879765,0.127290640403972,"Yes","No","North Indian, Chinese","Byresandra,Tavarekere,Madiwala",0,"1"
"2857","Delivery",3.7,-0.214106776884779,-0.520913600468565,"Yes","No","North Indian, Chinese","Bellandur",1,"2"
"2858","Delivery",2.1,0.103623673242942,-0.0887774398868734,"Yes","No","North Indian, Mughlai, Chinese","Brigade Road",0,"1"
"2859","Delivery",3.9,-0.0779365839728984,-0.0887774398868734,"Yes","No","North Indian","Koramangala 5th Block",1,"3"
"2860","Delivery",4.2,-0.106515513349466,-0.304845520177719,"No","No","Desserts, Bakery","JP Nagar",1,"3"
"2861","Delivery",3.6,-0.30152467850722,-0.304845520177719,"Yes","No","North Indian","Byresandra,Tavarekere,Madiwala",1,"2"
"2862","Delivery",2.8,-0.252772387217782,-0.520913600468565,"No","No","Chinese, Thai, North Indian","Indiranagar",0,"1"
"2863","Delivery",2.6,-0.229236798319432,0.127290640403972,"Yes","No","Italian, Pizza","Byresandra,Tavarekere,Madiwala",0,"1"
"2864","Delivery",2.8,-0.252772387217782,0.235324680549395,"Yes","No","Biryani, Kebab, Rolls, Mughlai","Whitefield",0,"1"
"2865","Delivery",4.1,0.216258277256473,-0.520913600468565,"Yes","No","North Indian, Chinese","Brookefield",1,"3"
"2866","Delivery",3.8,0.31208174634261,0.127290640403972,"Yes","No","North Indian","Bellandur",1,"3"
"2867","Delivery",4,0.303676178878914,-0.196811480032296,"Yes","No","Fast Food, Beverages","Electronic City",1,"3"
"2868","Delivery",2.8,-0.252772387217782,-0.520913600468565,"No","No","North Indian, Chinese","Whitefield",0,"1"
"2869","Delivery",3.4,-0.30320579199996,-0.304845520177719,"Yes","No","Biryani, Kebab","Bellandur",0,"2"
"2870","Delivery",3.8,-0.219150117362996,-0.520913600468565,"Yes","No","Fast Food, Burger","Frazer Town",1,"3"
"2871","Delivery",4.1,0.922325944206963,-0.0887774398868734,"Yes","No","Chinese, North Indian","Bannerghatta Road",1,"3"
"2872","Delivery",3.8,-0.267902408652435,-0.304845520177719,"No","No","South Indian, North Indian, Biryani","Koramangala 4th Block",1,"3"
"2873","Delivery",3.2,-0.304886905492699,-0.520913600468565,"Yes","No","North Indian","Bellandur",0,"1"
"2874","Delivery",3.2,-0.288075770565306,-0.520913600468565,"Yes","No","North Indian, Chinese","HSR",0,"1"
"2875","Delivery",3.8,-0.235961252290389,-0.520913600468565,"Yes","No","North Indian, Chinese","Malleshwaram",1,"3"
"2876","Delivery",3.4,-0.286394657072567,-0.412879560323142,"Yes","No","North Indian","Bellandur",0,"2"
"2877","Delivery",3.4,-0.313292472956395,-0.628947640613988,"Yes","No","Beverages","Byresandra,Tavarekere,Madiwala",0,"2"
"2878","Delivery",2.8,-0.252772387217782,0.343358720694818,"No","No","Bakery","Basavanagudi",0,"1"
"2879","Delivery",3.6,0.527264273413236,-0.0887774398868734,"Yes","No","North Indian, South Indian, Chinese","Koramangala 6th Block",1,"2"
"2880","Delivery",3.4,-0.308249132478177,-0.0887774398868734,"No","No","Bakery","Bannerghatta Road",0,"2"
"2881","Delivery",3.6,-0.281351316594349,-0.304845520177719,"Yes","No","Sandwich, Fast Food","Indiranagar",1,"2"
"2882","Delivery",3.8,-0.286394657072567,-0.520913600468565,"No","No","Juices","Indiranagar",1,"3"
"2883","Delivery",3.4,-0.269583522145174,-0.0887774398868734,"Yes","No","American, Pizza","Brigade Road",0,"2"
"2884","Delivery",3.7,-0.262859068174217,-0.196811480032296,"Yes","No","North Indian, Chinese","Bellandur",1,"2"
"2885","Delivery",3.6,-0.293119111043524,-0.520913600468565,"No","No","North Indian","MG Road",1,"2"
"2886","Delivery",2.9,-0.306568018985438,-0.0887774398868734,"Yes","No","North Indian","Brookefield",0,"1"
"2887","Delivery",3.9,-0.0342276331616776,-0.304845520177719,"Yes","No","North Indian","HSR",1,"3"
"2888","Delivery",3.2,-0.306568018985438,0.127290640403972,"Yes","No","North Indian, Chinese","Bannerghatta Road",0,"1"
"2889","Delivery",2.8,-0.252772387217782,-0.736981680759411,"No","No","South Indian","HSR",0,"1"
"2890","Delivery",3.5,-0.0728932434946806,-0.412879560323142,"Yes","No","Biryani","HSR",0,"2"
"2891","Delivery",3.6,-0.286394657072567,-0.736981680759411,"No","No","North Indian, Chinese","Koramangala 4th Block",1,"2"
"2892","Delivery",3.7,-0.274626862623392,0.343358720694818,"Yes","No","North Indian, Chinese, Rolls","Koramangala 6th Block",1,"2"
"2893","Delivery",3.4,-0.306568018985438,-0.304845520177719,"No","No","Biryani, Chettinad, Kerala, Maharashtrian, North Indian","Byresandra,Tavarekere,Madiwala",0,"2"
"2894","Delivery",2.8,0.17591155343073,-0.0887774398868734,"Yes","No","North Indian, Chinese","Brookefield",0,"1"
"2895","Delivery",2.7,-0.288075770565306,-0.520913600468565,"Yes","No","North Indian","Indiranagar",0,"1"
"2896","Delivery",3.4,-0.308249132478177,-0.520913600468565,"Yes","No","Fast Food, Burger, Desserts, Cafe","Byresandra,Tavarekere,Madiwala",0,"2"
"2897","Delivery",3.6,0.00275686367858621,-0.196811480032296,"Yes","No","Healthy Food","Bannerghatta Road",1,"2"
"2898","Delivery",3.3,-0.190571187986429,-0.304845520177719,"Yes","No","Biryani","Indiranagar",0,"1"
"2899","Delivery",3.3,-0.311611359463656,0.127290640403972,"No","No","North Indian, Chinese, Biryani","Bellandur",0,"1"
"2900","Delivery",2.9,-0.296481338029003,-0.304845520177719,"Yes","No","Biryani","Marathahalli",0,"1"
"2901","Delivery",2.8,-0.252772387217782,-0.628947640613988,"Yes","No","Fast Food, Pizza","Kalyan Nagar",0,"1"
"2902","Delivery",3.4,-0.266221295159696,-0.304845520177719,"No","No","Andhra, South Indian, North Indian, Biryani","Brookefield",0,"2"
"2903","Delivery",2.6,-0.271264635637914,-0.304845520177719,"No","No","North Indian","Indiranagar",0,"1"
"2904","Delivery",3.2,-0.311611359463656,-0.304845520177719,"No","No","North Indian, Mughlai","Koramangala 4th Block",0,"1"
"2905","Delivery",3.3,-0.308249132478177,-0.845015720904834,"No","No","North Indian","Byresandra,Tavarekere,Madiwala",0,"1"
"2906","Delivery",3.4,0.0817691978373315,-0.304845520177719,"Yes","No","North Indian, Chinese","Byresandra,Tavarekere,Madiwala",0,"2"
"2907","Delivery",3.5,-0.306568018985438,0.127290640403972,"Yes","No","North Indian, Chinese","Bannerghatta Road",0,"2"
"2909","Delivery",4.3,0.184317120894427,-0.304845520177719,"Yes","No","North Indian, Healthy Food, Beverages","Sarjapur Road",1,"3"
"2910","Delivery",3.7,-0.283032430087088,-0.736981680759411,"No","No","Bakery, Desserts","Frazer Town",1,"2"
"2911","Delivery",3.8,1.02151164027858,-0.196811480032296,"Yes","No","North Indian, South Indian, Chinese, Continental","Bellandur",1,"3"
"2912","Delivery",2.8,-0.252772387217782,-0.304845520177719,"No","No","North Indian, South Indian, Chinese","Indiranagar",0,"1"
"2913","Delivery",3.3,-0.311611359463656,-0.628947640613988,"Yes","No","Biryani, North Indian","Byresandra,Tavarekere,Madiwala",0,"1"
"2914","Delivery",4.2,0.194403801850862,0.127290640403972,"Yes","No","Kerala, North Indian","Bannerghatta Road",1,"3"
"2916","Delivery",3,-0.313292472956395,-0.0887774398868734,"Yes","No","Biryani","Rajajinagar",0,"1"
"2917","Delivery",4,1.14087069826307,-0.0887774398868734,"Yes","No","Biryani, Chinese, Mughlai, Fast Food, Kebab","Bannerghatta Road",1,"3"
"2918","Delivery",3.2,-0.309930245970917,-0.520913600468565,"Yes","No","Chinese","Brigade Road",0,"1"
"2919","Delivery",2.8,-0.252772387217782,-0.520913600468565,"No","No","North Indian, South Indian","Frazer Town",0,"1"
"2920","Delivery",2.9,-0.286394657072567,0.127290640403972,"Yes","No","Biryani, North Indian, Chinese","Jayanagar",0,"1"
"2921","Delivery",2.8,-0.252772387217782,-0.0887774398868734,"Yes","No","Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",0,"1"
"2922","Delivery",3.8,-0.267902408652435,-0.628947640613988,"Yes","No","North Indian, Gujarati, Rajasthani","Brookefield",1,"3"
"2923","Delivery",3.9,1.20475301098716,-0.304845520177719,"Yes","No","North Indian","Marathahalli",1,"3"
"2924","Delivery",3.7,-0.217469003870257,0.127290640403972,"Yes","No","American, Sandwich","Brookefield",1,"2"
"2925","Delivery",3.8,-0.283032430087088,-0.520913600468565,"Yes","No","American, European, Healthy Food","Bellandur",1,"3"
"2926","Delivery",3.4,-0.309930245970917,-0.304845520177719,"Yes","No","Asian, North Indian","Kalyan Nagar",0,"2"
"2927","Delivery",3.7,-0.207382322913822,-0.845015720904834,"Yes","No","South Indian","Bannerghatta Road",1,"2"
"2928","Delivery",3.2,-0.313292472956395,-0.520913600468565,"No","No","North Indian, Rolls, Biryani","Byresandra,Tavarekere,Madiwala",0,"1"
"2929","Delivery",3.4,-0.306568018985438,-0.304845520177719,"No","No","Bengali, North Indian, Chinese","Brookefield",0,"2"
"2930","Delivery",3.5,-0.284713543579828,-0.196811480032296,"Yes","No","North Indian, Biryani","Marathahalli",0,"2"
"2931","Delivery",3.3,-0.276307976116131,-0.304845520177719,"Yes","No","Continental","Byresandra,Tavarekere,Madiwala",0,"1"
"2932","Delivery",3.3,-0.224193457841214,-0.304845520177719,"Yes","No","Bengali, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",0,"1"
